image_id,true_label,pred_label,confidence
243,7,7,2.1006
244,2,2,1.01582
245,3,3,1.42115
246,0,0,3.78452
247,4,8,1.16622
248,4,4,2.87444
249,2,2,1.49685
250,4,4,1.44731
251,1,8,0.764092
252,9,9,4.00334
253,5,5,1.88481
254,7,7,2.23588
255,7,7,1.44818
256,2,2,1.60535
257,8,8,2.0927
258,2,2,3.29805
259,6,6,2.21376
260,8,8,4.3779
261,5,5,1.33284
262,7,7,3.0998
263,7,7,1.86964
264,9,9,2.03185
265,1,1,1.26438
266,8,8,1.9135
267,1,1,1.43627
268,8,8,3.62798
269,0,0,2.21556
270,3,3,3.51675
271,0,0,3.01413
272,1,1,1.49677
273,9,9,3.02339
274,9,9,2.61305
275,4,4,2.87318
276,1,1,1.66861
277,8,8,3.62203
278,2,8,1.99905
279,1,1,1.35065
280,2,2,2.42224
281,9,9,3.53925
282,7,9,1.28029
283,5,5,2.27817
284,9,9,2.4384
285,2,2,3.48645
286,6,6,2.94601
287,4,4,2.90562
288,1,8,0.779769
289,5,8,1.2464
290,8,8,2.15411
291,2,8,1.40643
292,9,9,2.24632
293,2,2,2.45588
294,0,0,2.79761
295,4,4,2.86625
296,0,0,4.21757
297,0,0,2.36012
298,2,2,1.95974
299,8,8,3.45155
300,4,4,1.02364
301,7,7,2.47161
302,1,1,1.50617
303,2,2,1.64927
304,4,4,2.08271
305,0,0,2.53989
306,2,2,2.38267
307,7,7,1.50226
308,4,4,1.94795
309,3,3,2.72614
310,3,3,1.86285
311,0,0,3.79012
312,0,0,3.23734
313,3,3,2.44597
314,1,1,1.36118
315,9,9,3.31187
316,6,6,2.69301
317,5,8,1.09724
318,2,3,1.16178
319,5,5,1.94186
320,9,8,1.50267
321,2,8,1.48186
322,9,9,3.53631
323,3,3,3.52153
324,0,0,0.989879
325,4,4,1.71044
326,2,2,0.915628
327,0,0,3.43794
328,7,7,1.96469
329,1,1,1.45049
330,1,1,1.37495
331,2,2,2.62616
332,1,1,1.64791
333,5,8,2.14693
334,3,3,3.45087
335,3,3,1.99334
336,9,9,2.35776
337,7,9,1.46485
338,8,8,4.08027
339,6,6,2.12218
340,5,3,0.812821
341,6,6,1.77564
342,1,1,1.49019
343,3,3,3.12343
344,8,8,2.87549
345,1,1,1.3684
346,0,0,2.63948
347,5,5,2.06734
348,1,1,0.872977
349,3,3,2.30143
350,1,8,1.01533
351,5,5,3.12923
352,5,5,1.43856
353,6,6,3.14834
354,1,1,1.03479
355,8,8,2.84074
356,5,5,3.23954
357,1,1,1.05213
358,7,7,0.776497
359,9,8,1.66749
360,4,4,2.41226
361,6,6,4.42144
362,2,2,1.899
363,2,2,2.58041
364,5,5,3.27492
365,0,0,2.22445
366,6,6,2.27938
367,5,5,1.78978
368,6,6,2.44033
369,3,3,2.49931
370,7,7,2.81074
371,2,2,2.93939
372,0,0,1.99007
373,8,8,3.32081
374,8,8,3.45669
375,5,5,3.62165
376,4,9,2.03115
377,1,1,1.17995
378,1,1,1.02912
379,4,4,3.15264
380,0,0,3.4952
381,3,3,1.97306
382,3,3,3.03237
383,7,7,1.9774
384,6,6,3.85619
385,1,1,1.35523
386,6,6,2.1004
387,2,2,2.27933
388,1,1,0.856117
389,9,9,2.6768
390,2,2,2.82753
391,8,8,3.14397
392,6,6,3.45189
393,1,1,1.11219
394,9,9,2.01185
395,5,5,2.66407
396,2,2,2.53589
397,5,8,1.58045
398,4,4,2.84797
399,4,4,2.27567
400,2,2,1.3946
401,8,8,3.02954
402,3,3,3.00195
403,8,8,2.69947
404,2,2,1.23177
405,4,4,3.86991
406,5,9,1.64033
407,0,0,3.34397
408,3,3,1.94609
409,1,8,1.23822
410,7,7,3.52327
411,7,9,1.28789
412,5,5,1.68807
413,7,7,3.30384
414,9,9,2.31601
415,7,7,2.01525
416,1,1,1.58407
417,9,9,2.44301
418,2,2,2.53714
419,1,1,1.54482
420,4,8,0.704608
421,2,2,1.41289
422,9,9,3.29686
423,2,2,3.37673
424,0,0,3.57083
425,4,4,2.40838
426,9,9,3.15862
427,1,1,1.39309
428,4,4,1.90497
429,8,8,3.88857
430,1,1,1.42889
431,8,8,3.28101
432,4,4,1.75075
433,5,5,1.87408
434,9,9,2.78949
435,8,8,2.31759
436,8,8,2.91146
437,3,3,3.91731
438,7,7,1.63937
439,6,6,2.28694
440,0,0,4.12504
441,0,0,3.02116
442,3,3,3.56745
443,0,0,1.67452
444,2,8,2.61767
445,6,0,1.05393
446,6,6,2.75624
447,4,4,1.00818
448,9,9,2.07048
449,3,3,2.26748
450,3,3,2.11558
451,3,3,2.73413
452,2,2,1.18123
453,3,3,3.62362
454,9,9,2.64667
455,1,1,1.06395
456,2,2,1.26858
457,6,6,2.69517
458,8,8,4.4645
459,0,0,2.72911
460,5,9,1.61931
461,6,6,3.16595
462,6,6,2.89388
463,6,6,4.12294
464,3,3,3.02649
465,8,8,3.10119
466,8,8,3.48783
467,2,2,2.41471
468,7,7,1.76265
469,5,5,1.58192
470,8,8,3.90373
471,9,9,2.47905
472,6,6,3.70147
473,1,1,0.967405
474,8,8,3.08119
475,4,4,2.69238
476,1,1,1.27901
477,2,2,1.83995
478,5,8,0.79502
479,9,8,1.8264
480,1,1,0.905163
481,9,9,3.44083
482,7,7,3.31254
483,5,5,0.984559
484,4,4,2.68673
485,0,0,2.33319
486,8,8,3.26343
487,9,9,3.19854
488,9,9,2.51754
489,1,1,1.33131
490,0,0,2.06325
491,5,5,1.90818
492,2,8,2.85148
493,3,3,4.22091
494,7,7,3.27778
495,8,8,1.6646
496,9,9,3.24965
497,4,4,1.28409
498,0,0,2.06475
499,6,6,2.30652
500,3,3,4.20248
501,9,9,3.74469
502,5,5,1.18928
503,2,2,3.75956
504,1,1,1.05039
505,3,3,2.5991
506,1,1,0.693415
507,3,3,1.5121
508,6,6,3.08469
509,5,5,2.41992
510,7,7,2.51512
511,4,8,1.57273
512,2,2,2.54396
513,2,2,2.78739
514,6,6,3.30051
515,3,3,1.31825
516,2,2,1.91493
517,6,6,3.37764
518,5,5,3.21397
519,4,4,2.07595
520,8,8,2.62816
521,9,9,3.09214
522,7,7,2.20881
523,1,8,0.774125
524,3,3,2.04725
525,0,0,3.42569
526,3,3,3.66446
527,8,8,3.17938
528,3,3,2.16601
529,1,1,1.50628
530,9,9,2.18213
531,3,3,1.93244
532,4,4,2.05993
533,4,4,3.09536
534,6,6,3.0699
535,4,4,2.30428
536,2,2,2.20082
537,1,1,1.21495
538,8,8,2.07186
539,2,2,2.17092
540,5,5,2.38898
541,4,4,3.20944
542,8,8,1.70753
543,8,8,2.23917
544,4,4,2.93301
545,0,0,1.90409
546,0,0,3.93363
547,2,8,2.31579
548,3,3,3.05312
549,2,2,2.79522
550,7,8,1.06777
551,7,8,1.36095
552,0,0,1.67573
553,8,8,3.3451
554,7,7,2.58561
555,4,4,1.91639
556,4,4,3.11781
557,7,7,1.96562
558,9,9,3.07433
559,6,6,2.98407
560,9,9,2.79353
561,0,0,1.6688
562,9,9,2.85014
563,8,8,2.63858
564,0,0,2.47968
565,4,4,1.668
566,6,6,1.97671
567,0,0,1.87508
568,6,6,2.60384
569,3,3,2.37326
570,5,5,2.35339
571,4,9,1.8745
572,8,8,2.4982
573,3,3,2.76802
574,3,3,3.27782
575,9,9,3.4578
576,3,3,4.04245
577,3,3,3.61223
578,3,3,2.35184
579,7,7,2.30976
580,8,8,3.10635
581,0,0,3.6489
582,8,8,1.10101
583,2,8,2.33514
584,1,1,1.11351
585,7,7,3.30632
586,0,0,2.18447
587,6,6,3.21731
588,5,5,1.49612
589,4,4,2.7966
590,3,3,3.65463
591,8,8,1.47755
592,0,0,3.27691
593,9,9,2.43374
594,6,6,3.33783
595,3,3,2.70953
596,8,8,3.59649
597,0,0,1.45122
598,9,9,3.15143
599,9,9,3.08178
600,6,6,3.29789
601,8,8,3.00778
602,6,6,3.64265
603,8,8,2.30957
604,5,5,3.65316
605,7,7,1.42365
606,8,8,3.22253
607,6,6,3.74116
608,0,0,3.34899
609,2,2,2.04007
610,4,4,1.64299
611,0,0,3.61718
612,2,2,2.93313
613,2,8,2.06684
614,3,3,1.96051
615,1,1,1.31717
616,9,9,3.16569
617,7,7,2.60419
618,5,5,1.52702
619,1,8,1.82447
620,0,0,2.54251
621,8,8,2.72046
622,4,4,3.00391
623,6,6,3.5735
624,2,8,1.17267
625,6,6,1.50902
626,7,7,3.24649
627,9,9,2.28636
628,3,3,2.43813
629,2,2,0.787504
630,9,9,2.77262
631,8,8,3.72789
632,2,2,2.75809
633,2,2,2.15706
634,9,9,3.03496
635,2,2,0.848654
636,7,7,2.6653
637,3,3,2.37878
638,5,5,1.43989
639,9,9,2.69853
640,1,8,1.02051
641,8,8,2.93181
642,0,0,1.43512
643,2,2,2.96466
644,0,0,2.8158
645,5,8,0.559441
646,2,6,1.03543
647,1,1,1.36368
648,3,3,3.4702
649,7,7,1.5697
650,6,6,3.26193
651,7,7,3.59468
652,1,1,1.56674
653,2,2,2.68792
654,5,3,1.45102
655,8,8,2.78989
656,0,0,3.96897
657,3,3,2.62477
658,7,7,1.70492
659,2,8,0.683762
660,4,4,2.90608
661,0,0,2.38069
662,9,9,3.31123
663,1,1,1.47684
664,8,8,3.44964
665,6,6,3.96145
666,7,9,1.51342
667,7,9,0.933345
668,4,4,3.37212
669,3,3,2.22453
670,4,4,1.3072
671,9,9,1.84591
672,1,1,1.41497
673,9,9,2.93774
674,5,3,1.40383
675,1,1,1.44984
676,7,7,2.23644
677,3,3,3.08051
678,9,9,2.74436
679,7,7,1.87897
680,6,6,3.86694
681,9,9,2.53234
682,1,1,1.41901
683,3,3,1.80966
684,7,3,1.76343
685,8,8,2.62242
686,3,3,2.8509
687,3,3,3.32959
688,6,6,2.7303
689,7,9,1.17006
690,2,2,2.12893
691,8,8,2.21932
692,5,5,1.31391
693,8,8,2.94232
694,5,5,2.16791
695,1,1,1.32905
696,1,8,0.837326
697,4,4,2.8823
698,4,4,1.99895
699,3,3,2.59824
700,1,8,1.28084
701,0,0,3.02402
702,7,7,1.73404
703,7,7,2.93462
704,0,0,2.31209
705,7,7,2.43823
706,9,9,3.41671
707,4,8,1.26746
708,4,4,2.44246
709,8,8,3.7049
710,5,5,2.99905
711,5,5,2.27787
712,4,4,1.75885
713,0,0,2.43948
714,8,8,3.62691
715,2,2,3.14429
716,1,8,1.07389
717,0,0,0.391982
718,8,8,3.09985
719,4,4,3.43422
720,5,8,2.65926
721,0,0,2.61731
722,4,4,3.44573
723,0,0,1.43446
724,6,6,3.10261
725,1,1,1.18339
726,7,9,0.357986
727,3,3,2.78907
728,2,8,2.37143
729,6,6,3.2684
730,7,7,1.99891
731,2,2,2.88878
732,6,6,3.51122
733,9,9,3.03656
734,3,3,2.15218
735,1,1,1.3741
736,4,4,2.77295
737,6,6,3.29337
738,2,8,2.41051
739,5,5,1.51147
740,4,9,1.54437
741,2,2,2.02269
742,0,0,4.07833
743,6,6,2.98467
744,2,2,2.40165
745,1,1,1.38497
746,7,7,1.71652
747,3,3,3.5793
748,4,4,1.76897
749,1,1,1.07545
750,0,0,3.09879
751,5,5,2.46413
752,4,4,3.26296
753,3,3,2.36389
754,1,1,1.5297
755,1,1,1.35229
756,7,7,2.16153
757,4,4,2.78726
758,9,9,3.18001
759,9,9,2.84365
760,4,9,1.31839
761,8,8,2.70966
762,4,4,2.50786
763,0,0,2.34273
764,2,2,2.76834
765,4,4,2.46528
766,5,5,2.66359
767,1,1,0.832673
768,1,1,1.51562
769,6,6,2.66441
770,4,4,2.62024
771,7,7,3.10038
772,1,1,1.12587
773,9,9,3.10469
774,4,4,1.77573
775,2,2,2.38902
776,4,4,2.71277
777,1,8,1.35997
778,5,5,2.01296
779,5,5,1.27161
780,3,3,2.29805
781,8,8,1.97597
782,3,3,2.40125
783,1,1,1.3912
784,4,4,2.21175
785,5,5,1.59579
786,6,6,1.82232
787,8,8,3.87835
788,9,9,3.07577
789,4,4,1.90211
790,1,1,1.03594
791,5,5,1.14411
792,3,3,4.95216
793,8,8,3.69263
794,0,0,2.80203
795,3,3,1.21283
796,2,2,2.53501
797,5,8,1.31041
798,1,8,1.17399
799,2,2,3.76053
800,8,8,1.9899
801,3,3,1.76354
802,4,4,2.94133
803,4,4,3.38279
804,0,0,2.83966
805,8,8,4.35884
806,8,8,4.56654
807,3,3,3.59768
808,3,3,2.71768
809,1,1,1.10589
810,7,7,1.43612
811,3,3,3.19972
812,5,5,3.27787
813,9,8,2.34528
814,6,6,3.71824
815,3,3,2.32866
816,2,2,2.58128
817,6,6,3.11146
818,1,1,1.50266
819,3,3,4.58061
820,6,6,3.76366
821,0,0,2.92883
822,7,7,3.08507
823,2,2,1.3929
824,1,1,1.28161
825,7,7,3.24822
826,1,1,1.46188
827,4,8,1.39272
828,2,2,2.30402
829,4,8,0.909387
830,2,2,1.24907
831,1,1,1.23322
832,7,7,1.53554
833,9,9,2.94345
834,6,6,1.9851
835,1,1,1.07773
836,1,1,0.964104
837,2,2,1.48353
838,4,4,3.2335
839,8,8,1.44067
840,1,8,0.931684
841,7,7,2.08872
842,7,9,1.71048
843,4,4,3.52435
844,8,8,1.66042
845,0,0,3.17474
846,7,9,2.07967
847,3,3,2.62985
848,1,1,0.821743
849,3,3,3.72254
850,1,1,1.23082
851,0,0,3.14564
852,7,7,1.53373
853,7,7,2.09176
854,0,0,2.56999
855,3,3,3.01736
856,5,5,2.02785
857,5,5,1.21241
858,2,2,2.26043
859,7,7,1.72765
860,6,6,3.69724
861,6,6,2.88526
862,9,9,3.26326
863,2,2,2.15963
864,8,8,3.99164
865,3,3,2.37872
866,5,8,1.53938
867,2,2,2.41192
868,2,2,1.18844
869,5,5,3.62873
870,6,6,2.81262
871,0,0,3.42194
872,8,8,2.78227
873,2,2,2.26322
874,9,9,1.84282
875,2,2,1.85637
876,8,8,3.80105
877,8,8,2.35874
878,8,8,2.81555
879,8,8,3.59652
880,7,7,2.12687
881,4,4,1.79054
882,9,9,1.40858
883,3,3,1.27189
884,0,0,2.99112
885,6,6,2.9424
886,6,6,2.49029
887,3,3,3.14212
888,2,2,2.46514
889,1,1,1.63952
890,3,3,2.72565
891,2,2,2.24378
892,2,2,2.39979
893,9,9,3.05826
894,3,3,2.3829
895,0,0,1.5485
896,0,0,1.62837
897,5,5,3.33994
898,7,8,1.62615
899,8,8,3.72672
900,1,3,0.331928
901,4,4,2.22063
902,4,4,2.01672
903,6,6,2.23159
904,0,0,3.0558
905,2,2,2.93584
906,9,9,3.52177
907,1,1,0.812159
908,4,4,2.04439
909,7,7,1.43161
910,4,4,3.03596
911,7,7,2.54913
912,3,3,4.22691
913,9,9,2.52458
914,8,8,2.96369
915,8,8,2.16119
916,4,4,2.32219
917,7,7,2.02121
918,1,1,1.1244
919,2,2,2.32979
920,1,1,1.31058
921,2,2,3.48379
922,2,2,1.8882
923,3,3,4.42825
924,2,3,1.78633
925,3,3,3.0729
926,2,8,2.02689
927,3,3,3.04452
928,9,9,2.77229
929,1,1,1.37168
930,7,8,1.83527
931,4,4,2.30251
932,0,0,2.62956
933,3,3,3.22314
934,5,5,2.7035
935,5,5,2.10514
936,8,8,2.68818
937,6,6,4.28505
938,3,3,3.54293
939,2,8,0.92703
940,6,6,3.45358
941,7,7,2.97124
942,6,6,3.72339
943,6,6,2.24238
944,3,3,2.51589
945,2,2,2.75748
946,7,9,1.57546
947,8,9,1.73641
948,1,1,1.45236
949,1,1,1.40924
950,7,7,1.80169
951,5,5,1.1928
952,6,6,1.84595
953,4,4,2.26057
954,9,9,3.58725
955,5,5,0.740523
956,1,6,0.427179
957,3,3,3.27162
958,3,3,1.08249
959,4,4,1.35791
960,7,8,1.24445
961,8,8,3.99516
962,9,9,2.34886
963,1,1,1.04586
964,1,1,0.518286
965,6,0,0.773783
966,9,9,2.55399
967,1,1,1.50244
968,4,4,2.58374
969,4,4,0.918279
970,5,5,1.85378
971,4,4,2.66685
972,0,0,3.97102
973,6,6,4.00314
974,2,2,3.13826
975,2,2,1.8031
976,3,3,1.71831
977,1,1,0.669272
978,5,5,2.73656
979,1,1,1.04563
980,2,2,2.98908
981,0,0,3.41442
982,3,3,2.58932
983,8,8,2.98729
984,1,1,1.31409
985,2,2,2.67569
986,6,6,3.81758
987,7,7,2.1522
988,1,8,0.931698
989,6,6,2.93252
990,2,2,1.07952
991,3,3,4.59318
992,9,9,2.68812
993,0,0,1.86196
994,1,8,1.34539
995,2,2,2.6669
996,2,2,2.98863
997,0,0,3.92633
998,8,8,2.34229
999,9,9,2.41014
1000,9,9,3.0147
1001,0,0,2.76889
1002,2,8,2.30006
1003,5,3,2.24775
1004,1,8,1.46988
1005,9,9,3.14311
1006,7,7,2.46648
1007,8,8,2.43478
1008,1,1,1.57386
1009,0,0,2.96515
1010,4,4,2.03218
1011,1,1,1.52666
1012,7,7,1.21686
1013,9,9,3.40977
1014,6,8,0.545497
1015,4,4,1.45373
1016,2,2,1.45032
1017,6,6,2.11687
1018,8,8,2.96732
1019,1,1,1.03583
1020,3,3,3.02524
1021,7,7,1.44233
1022,5,9,2.51197
1023,4,4,2.9451
1024,4,4,1.81453
1025,1,1,1.02738
1026,8,8,2.07525
1027,1,1,1.16017
1028,3,3,2.97327
1029,8,8,3.12458
1030,1,1,1.22182
1031,2,2,2.6368
1032,5,8,1.50205
1033,8,8,1.86938
1034,0,0,2.04222
1035,6,6,3.3452
1036,2,2,2.62542
1037,1,1,1.19773
1038,1,1,1.23384
1039,7,8,0.711657
1040,1,1,1.29456
1041,5,5,3.3284
1042,3,3,2.50334
1043,4,4,2.3181
1044,6,8,1.67307
1045,9,9,2.11785
1046,5,5,1.70229
1047,0,0,2.4409
1048,9,9,2.67908
1049,2,2,4.24623
1050,2,2,1.66571
1051,4,4,2.45116
1052,8,8,3.4845
1053,2,2,2.59366
1054,1,1,1.13925
1055,7,9,1.72194
1056,2,2,2.2811
1057,4,4,2.24231
1058,9,9,2.7851
1059,4,4,2.74275
1060,4,4,2.56361
1061,0,0,2.88227
1062,3,3,1.18031
1063,9,9,3.47011
1064,2,2,2.33337
1065,2,2,2.66256
1066,3,3,1.80215
1067,3,3,3.38733
1068,8,8,1.96689
1069,3,3,2.63008
1070,5,5,2.74708
1071,7,7,2.37185
1072,3,3,2.36451
1073,5,5,2.17238
1074,8,8,3.73214
1075,1,1,1.19166
1076,2,2,2.66579
1077,4,4,2.23459
1078,4,4,2.2688
1079,6,6,2.52871
1080,4,4,2.29876
1081,9,9,1.79747
1082,5,5,0.703947
1083,1,1,1.31788
1084,0,0,3.55293
1085,6,6,2.39514
1086,9,9,2.66199
1087,5,5,2.4372
1088,9,9,3.31524
1089,5,5,1.46265
1090,9,9,1.70923
1091,7,7,1.87702
1092,3,3,1.94938
1093,8,8,3.15922
1094,0,0,3.33185
1095,3,3,2.54087
1096,7,7,2.60864
1097,1,1,1.11232
1098,3,3,1.87166
1099,6,6,1.72197
1100,7,7,2.73964
1101,8,8,2.46043
1102,5,5,2.8699
1103,9,9,2.58767
1104,7,7,2.11008
1105,9,9,3.28752
1106,6,6,4.5038
1107,9,8,1.23914
1108,6,6,2.63131
1109,3,3,3.13339
1110,7,7,2.32102
1111,4,4,2.56442
1112,4,6,1.7899
1113,5,5,3.19234
1114,3,3,1.60018
1115,5,5,1.8332
1116,4,4,1.99947
1117,7,7,1.71406
1118,8,8,3.92939
1119,7,7,2.53161
1120,8,8,2.85685
1121,0,0,2.73562
1122,7,7,1.10972
1123,6,6,3.98673
1124,8,8,2.21936
1125,8,8,2.95481
1126,7,7,1.61953
1127,3,3,3.40396
1128,3,3,1.95421
1129,1,1,1.10801
1130,9,9,2.53431
1131,5,5,2.71543
1132,2,2,2.73226
1133,7,7,1.60357
1134,3,3,3.44959
1135,5,5,1.11911
1136,1,1,0.818215
1137,1,1,1.28344
1138,2,2,1.51934
1139,1,8,1.14851
1140,4,4,3.67915
1141,7,7,2.44511
1142,4,4,2.50249
1143,7,7,3.07692
1144,5,5,2.33878
1145,4,4,1.79384
1146,5,5,1.74966
1147,4,4,1.04097
1148,0,0,2.61593
1149,8,8,3.17361
1150,3,3,2.49429
1151,6,6,2.15334
1152,9,9,3.58529
1153,6,6,3.31419
1154,0,0,3.01477
1155,2,2,1.40844
1156,7,8,1.84317
1157,4,4,1.84138
1158,4,4,3.46623
1159,4,4,1.09497
1160,4,4,2.3998
1161,6,6,2.47285
1162,6,6,3.71375
1163,4,4,2.626
1164,7,7,2.88421
1165,9,9,3.16028
1166,3,8,1.24048
1167,4,4,2.34858
1168,5,5,2.15007
1169,5,8,1.13255
1170,8,8,4.2688
1171,7,7,2.48479
1172,3,3,3.58323
1173,7,7,1.19042
1174,2,2,3.0754
1175,7,7,2.26148
1176,0,0,2.33717
1177,2,2,2.65218
1178,4,8,1.266
1179,1,1,1.14658
1180,1,1,1.32921
1181,6,6,0.833588
1182,6,8,1.85755
1183,9,9,3.054
1184,2,8,1.35313
1185,8,8,3.06152
1186,7,7,2.74503
1187,2,8,0.839006
1188,0,0,2.31349
1189,1,1,1.22903
1190,5,5,2.79914
1191,0,0,0.786763
1192,9,9,1.7957
1193,1,1,1.48735
1194,7,7,1.4726
1195,0,0,2.99282
1196,6,6,3.04248
1197,0,0,2.77066
1198,8,8,2.46531
1199,6,6,3.20175
1200,8,8,1.45002
1201,1,8,1.11898
1202,8,8,2.51575
1203,0,0,3.87621
1204,3,3,2.88489
1205,3,3,3.75898
1206,7,7,1.6734
1207,2,2,2.5389
1208,3,3,2.63783
1209,6,6,1.79753
1210,2,2,3.14115
1211,1,1,1.31253
1212,6,6,2.4818
1213,1,1,1.81031
1214,1,8,0.90171
1215,3,3,2.28431
1216,7,9,1.26735
1217,9,9,2.1075
1218,0,0,3.06787
1219,8,8,2.24388
1220,0,0,2.53969
1221,5,5,2.79934
1222,4,4,2.82684
1223,0,0,2.76573
1224,2,2,0.87942
1225,8,8,3.82396
1226,7,2,1.24904
1227,2,2,1.93248
1228,9,9,3.30298
1229,8,8,3.34664
1230,4,4,2.76513
1231,0,0,2.8941
1232,9,9,0.797358
1233,5,5,1.59485
1234,8,8,3.03248
1235,5,8,1.30606
1236,1,1,0.97014
1237,2,2,1.88832
1238,1,1,1.59905
1239,3,3,2.42277
1240,1,8,0.862892
1241,7,7,1.70873
1242,4,9,1.26365
1243,5,6,1.02617
1244,7,7,1.86008
1245,2,2,3.04888
1246,0,0,2.0173
